epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,1.6691945791244507,1.6691945791244507,0.0
0,,260,5.499021053314209,5.499021053314209,0.0,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.3434385657310486,0.3434385657310486,0.0
1,,521,0.8829761743545532,0.8829761743545532,0.0,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.1147197037935257,0.1147197037935257,0.0
2,,782,0.20551595091819763,0.20551595091819763,0.0,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.0710650309920311,0.0710650309920311,0.0
3,,1043,0.101786307990551,0.101786307990551,0.0,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.05119370296597481,0.05119370296597481,0.0
4,,1304,0.07355090230703354,0.07355090230703354,0.0,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.04058953374624252,0.04058953374624252,0.0
5,,1565,0.05934829264879227,0.05934829264879227,0.0,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.03614373877644539,0.03614373877644539,0.0
6,,1826,0.05028868094086647,0.05028868094086647,0.0,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.03399667516350746,0.03399667516350746,0.0
7,,2087,0.04482445865869522,0.04482445865869522,0.0,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.023528020828962326,0.023528020828962326,0.0
8,,2348,0.040137942880392075,0.040137942880392075,0.0,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.020020628347992897,0.020020628347992897,0.0
9,,2609,0.03637970983982086,0.03637970983982086,0.0,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.02018122561275959,0.02018122561275959,0.0
10,,2870,0.0340910404920578,0.0340910404920578,0.0,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.01975378952920437,0.01975378952920437,0.0
11,,3131,0.03250858560204506,0.03250858560204506,0.0,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.018168512731790543,0.018168512731790543,0.0
12,,3392,0.03081621043384075,0.03081621043384075,0.0,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.019041817635297775,0.019041817635297775,0.0
13,,3653,0.02930316887795925,0.02930316887795925,0.0,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.016325274482369423,0.016325274482369423,0.0
14,,3914,0.028057998046278954,0.028057998046278954,0.0,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.014600242488086224,0.014600242488086224,0.0
15,,4175,0.026874404400587082,0.026874404400587082,0.0,,,
,9.721025641025642e-05,4176,,,,,,
16,,4436,,,,0.014530602842569351,0.014530602842569351,0.0
16,,4436,0.025890637189149857,0.025890637189149857,0.0,,,
,9.687564102564103e-05,4437,,,,,,
17,,4697,,,,0.01342841051518917,0.01342841051518917,0.0
17,,4697,0.025650260969996452,0.025650260969996452,0.0,,,
,9.654102564102565e-05,4698,,,,,,
18,,4958,,,,0.016689607873558998,0.016689607873558998,0.0
18,,4958,0.024572325870394707,0.024572325870394707,0.0,,,
,9.620641025641026e-05,4959,,,,,,
19,,5219,,,,0.013604249805212021,0.013604249805212021,0.0
19,,5219,0.023743106052279472,0.023743106052279472,0.0,,,
,9.587179487179487e-05,5220,,,,,,
20,,5480,,,,0.012623544782400131,0.012623544782400131,0.0
20,,5480,0.023307424038648605,0.023307424038648605,0.0,,,
,9.553717948717949e-05,5481,,,,,,
21,,5741,,,,0.015328860841691494,0.015328860841691494,0.0
21,,5741,0.022429855540394783,0.022429855540394783,0.0,,,
,9.520256410256411e-05,5742,,,,,,
22,,6002,,,,0.013295161537826061,0.013295161537826061,0.0
22,,6002,0.02221444994211197,0.02221444994211197,0.0,,,
,9.486794871794872e-05,6003,,,,,,
23,,6263,,,,0.011810106225311756,0.011810106225311756,0.0
23,,6263,0.021648310124874115,0.021648310124874115,0.0,,,
,9.453333333333335e-05,6264,,,,,,
24,,6524,,,,0.015235485509037971,0.015235485509037971,0.0
24,,6524,0.021224886178970337,0.021224886178970337,0.0,,,
,9.419871794871795e-05,6525,,,,,,
25,,6785,,,,0.012780480086803436,0.012780480086803436,0.0
25,,6785,0.02075180411338806,0.02075180411338806,0.0,,,
,9.386410256410258e-05,6786,,,,,,
26,,7046,,,,0.011103942058980465,0.011103942058980465,0.0
26,,7046,0.020571434870362282,0.020571434870362282,0.0,,,
,9.352948717948719e-05,7047,,,,,,
27,,7307,,,,0.009939410723745823,0.009939410723745823,0.0
27,,7307,0.02015776000916958,0.02015776000916958,0.0,,,
,9.31948717948718e-05,7308,,,,,,
28,,7568,,,,0.012002814561128616,0.012002814561128616,0.0
28,,7568,0.01975790597498417,0.01975790597498417,0.0,,,
,9.286025641025642e-05,7569,,,,,,
29,,7829,,,,0.009465314447879791,0.009465314447879791,0.0
29,,7829,0.01952383853495121,0.01952383853495121,0.0,,,
,9.252564102564103e-05,7830,,,,,,
30,,8090,,,,0.011666959151625633,0.011666959151625633,0.0
30,,8090,0.019699081778526306,0.019699081778526306,0.0,,,
,9.219102564102564e-05,8091,,,,,,
31,,8351,,,,0.010196405462920666,0.010196405462920666,0.0
31,,8351,0.018583714962005615,0.018583714962005615,0.0,,,
,9.185641025641026e-05,8352,,,,,,
32,,8612,,,,0.011213535442948341,0.011213535442948341,0.0
