epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,3.6446094512939453,3.456592082977295,0.18801754713058472
0,,260,9.613216400146484,9.379188537597656,0.23402738571166992,,,
,1.305e-05,261,,,,,,
1,,521,,,,1.4015085697174072,1.124824047088623,0.27668458223342896
1,,521,3.0223312377929688,2.7820324897766113,0.24029892683029175,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.7204652428627014,0.45400169491767883,0.26646363735198975
2,,782,1.5262112617492676,1.2515190839767456,0.2746930718421936,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.5277768969535828,0.290048211812973,0.23772872984409332
3,,1043,0.9786390662193298,0.7274458408355713,0.25119316577911377,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.42802098393440247,0.21933598816394806,0.20868493616580963
4,,1304,0.7477876543998718,0.5244840383529663,0.22330336272716522,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.37442663311958313,0.1919282078742981,0.18249836564064026
5,,1565,0.6271139979362488,0.4311056137084961,0.19600844383239746,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.33151480555534363,0.17142584919929504,0.16008898615837097
6,,1826,0.5512125492095947,0.37958481907844543,0.17162775993347168,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.28957369923591614,0.14833220839500427,0.14124152064323425
7,,2087,0.4916481673717499,0.34044766426086426,0.15120050311088562,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.2584245800971985,0.13000619411468506,0.12841841578483582
8,,2348,0.44412246346473694,0.30856627225875854,0.1355562061071396,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.2340519279241562,0.11605854332447052,0.11799339950084686
9,,2609,0.41045013070106506,0.28676530718803406,0.12368486076593399,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.22068335115909576,0.1104537844657898,0.11022955179214478
10,,2870,0.3859936594963074,0.2713909149169922,0.11460269242525101,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.20528320968151093,0.10380032658576965,0.10148287564516068
11,,3131,0.363625705242157,0.2570060193538666,0.10661958903074265,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.19884666800498962,0.10369422286748886,0.09515243023633957
12,,3392,0.3452349901199341,0.24530752003192902,0.09992746263742447,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.19166173040866852,0.10074877738952637,0.09091296792030334
13,,3653,0.32819852232933044,0.23413260281085968,0.09406588971614838,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.17425183951854706,0.08886129409074783,0.08539057523012161
14,,3914,0.3155350089073181,0.22632087767124176,0.08921422064304352,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.163453608751297,0.08252166211605072,0.08093193918466568
15,,4175,0.30372869968414307,0.21866387128829956,0.08506486564874649,,,
,9.721025641025642e-05,4176,,,,,,
16,,4436,,,,0.1706051230430603,0.09240064024925232,0.07820449769496918
16,,4436,0.293048620223999,0.21198584139347076,0.08106271177530289,,,
,9.687564102564103e-05,4437,,,,,,
17,,4697,,,,0.15676909685134888,0.08185082674026489,0.07491827011108398
17,,4697,0.28525301814079285,0.20765359699726105,0.07759949564933777,,,
,9.654102564102565e-05,4698,,,,,,
18,,4958,,,,0.1515391618013382,0.07902930676937103,0.07250985503196716
18,,4958,0.27536046504974365,0.20126265287399292,0.07409793138504028,,,
,9.620641025641026e-05,4959,,,,,,
19,,5219,,,,0.1488153040409088,0.07919911295175552,0.06961620599031448
19,,5219,0.26858365535736084,0.19725939631462097,0.07132425904273987,,,
,9.587179487179487e-05,5220,,,,,,
20,,5480,,,,0.1363123506307602,0.06945806741714478,0.06685427576303482
20,,5480,0.26221948862075806,0.1935410499572754,0.0686783716082573,,,
,9.553717948717949e-05,5481,,,,,,
21,,5741,,,,0.132107213139534,0.06698499619960785,0.06512223184108734
21,,5741,0.2559692859649658,0.18962855637073517,0.06634083390235901,,,
,9.520256410256411e-05,5742,,,,,,
22,,6002,,,,0.12545447051525116,0.06386115401983261,0.06159330904483795
22,,6002,0.2508094608783722,0.1868826150894165,0.06392692029476166,,,
,9.486794871794872e-05,6003,,,,,,
23,,6263,,,,0.1299843192100525,0.07009772956371307,0.05988657847046852
23,,6263,0.24598398804664612,0.18433408439159393,0.06164989247918129,,,
,9.453333333333335e-05,6264,,,,,,
24,,6524,,,,0.12237395346164703,0.06448688358068466,0.05788706615567207
24,,6524,0.241312637925148,0.1815890073776245,0.05972352996468544,,,
,9.419871794871795e-05,6525,,,,,,
25,,6785,,,,0.1159726232290268,0.05986667424440384,0.05610593408346176
25,,6785,0.23672820627689362,0.17912188172340393,0.05760645121335983,,,
,9.386410256410258e-05,6786,,,,,,
26,,7046,,,,0.11573923379182816,0.06070522591471672,0.055034007877111435
26,,7046,0.23297585546970367,0.1772976517677307,0.05567823350429535,,,
,9.352948717948719e-05,7047,,,,,,
27,,7307,,,,0.11014461517333984,0.05844471603631973,0.05169990658760071
27,,7307,0.22857531905174255,0.1745205521583557,0.05405483767390251,,,
,9.31948717948718e-05,7308,,,,,,
28,,7568,,,,0.11178867518901825,0.06098450347781181,0.050804171711206436
28,,7568,0.2262662947177887,0.1739242821931839,0.05234195664525032,,,
,9.286025641025642e-05,7569,,,,,,
29,,7829,,,,0.10627134889364243,0.05767768621444702,0.048593658953905106
29,,7829,0.2219422459602356,0.1712341457605362,0.050708070397377014,,,
,9.252564102564103e-05,7830,,,,,,
30,,8090,,,,0.10116638988256454,0.05423305556178093,0.046933338046073914
30,,8090,0.21775469183921814,0.16847732663154602,0.049277350306510925,,,
,9.219102564102564e-05,8091,,,,,,
