epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,3.3588948249816895,3.356482744216919,0.0024123904295265675
0,,260,9.364931106567383,9.36241340637207,0.0025173600297421217,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.9696481227874756,0.964736819267273,0.004911300726234913
1,,521,2.539494514465332,2.535761833190918,0.0037324915174394846,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.37050947546958923,0.3646695911884308,0.005839912220835686
2,,782,0.9742060303688049,0.9687917828559875,0.005413871258497238,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.17579889297485352,0.16910886764526367,0.006690020207315683
3,,1043,0.4587614834308624,0.45251983404159546,0.006241615395992994,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.11365891993045807,0.10606621950864792,0.0075927008874714375
4,,1304,0.25475093722343445,0.24760980904102325,0.007141199428588152,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.08949743211269379,0.08110301941633224,0.008394403383135796
5,,1565,0.17289015650749207,0.16489645838737488,0.007993640378117561,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.07110317796468735,0.06210078299045563,0.009002392180263996
6,,1826,0.13139840960502625,0.12270338833332062,0.008695021271705627,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.054668474942445755,0.04524410143494606,0.009424367919564247
7,,2087,0.10292157530784607,0.09370217472314835,0.009219327010214329,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.04355911910533905,0.03376040607690811,0.009798714891076088
8,,2348,0.08301783353090286,0.07340433448553085,0.009613501839339733,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.040182679891586304,0.030138937756419182,0.01004374586045742
9,,2609,0.07117131352424622,0.06124249845743179,0.009928791783750057,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.03543999791145325,0.025166602805256844,0.010273396968841553
10,,2870,0.06437088549137115,0.05420615151524544,0.01016473863273859,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.03465119004249573,0.024283459410071373,0.010367730632424355
11,,3131,0.05929415673017502,0.04899182543158531,0.010302329435944557,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.033501219004392624,0.023138120770454407,0.010363095439970493
12,,3392,0.05504459887742996,0.04469483345746994,0.010349754244089127,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.03408953920006752,0.023746326565742493,0.010343211703002453
13,,3653,0.051634859293699265,0.04129425808787346,0.010340605862438679,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.029741842299699783,0.0194888673722744,0.010252976790070534
14,,3914,0.049360889941453934,0.039064742624759674,0.01029614545404911,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.0280125942081213,0.01783495396375656,0.010177641175687313
15,,4175,0.04707242175936699,0.03685586154460907,0.01021655648946762,,,
,9.721025641025642e-05,4176,,,,,,
16,,4436,,,,0.028213629499077797,0.018160128965973854,0.010053496807813644
16,,4436,0.04524199292063713,0.03511849045753479,0.010123499669134617,,,
,9.687564102564103e-05,4437,,,,,,
17,,4697,,,,0.02764814719557762,0.017696745693683624,0.009951399639248848
17,,4697,0.04365360736846924,0.0336175300180912,0.010036054998636246,,,
,9.654102564102565e-05,4698,,,,,,
18,,4958,,,,0.025516394525766373,0.015651091933250427,0.009865304455161095
18,,4958,0.041192833334207535,0.03128273785114288,0.00991008710116148,,,
,9.620641025641026e-05,4959,,,,,,
19,,5219,,,,0.02451438270509243,0.014750415459275246,0.009763965383172035
19,,5219,0.04021689295768738,0.030415451154112816,0.00980143342167139,,,
,9.587179487179487e-05,5220,,,,,,
20,,5480,,,,0.024008451029658318,0.014399716630578041,0.009608734399080276
20,,5480,0.03858156129717827,0.02889609895646572,0.009685462340712547,,,
,9.553717948717949e-05,5481,,,,,,
21,,5741,,,,0.02524968981742859,0.01568908803164959,0.009560604579746723
21,,5741,0.03759264945983887,0.028011178597807884,0.009581463411450386,,,
,9.520256410256411e-05,5742,,,,,,
22,,6002,,,,0.022353479638695717,0.012935415841639042,0.009418061934411526
22,,6002,0.036206651479005814,0.026749756187200546,0.00945688784122467,,,
,9.486794871794872e-05,6003,,,,,,
23,,6263,,,,0.022376760840415955,0.0130698774009943,0.009306884370744228
23,,6263,0.035332296043634415,0.02599424123764038,0.009338058531284332,,,
,9.453333333333335e-05,6264,,,,,,
24,,6524,,,,0.02459137514233589,0.015396342612802982,0.00919503066688776
24,,6524,0.03466662019491196,0.02543795108795166,0.009228660725057125,,,
,9.419871794871795e-05,6525,,,,,,
25,,6785,,,,0.02366863749921322,0.014590810053050518,0.0090778274461627
25,,6785,0.03391704708337784,0.02479085698723793,0.009126194752752781,,,
,9.386410256410258e-05,6786,,,,,,
26,,7046,,,,0.024768026545643806,0.015858562663197517,0.00890946201980114
26,,7046,0.03313003480434418,0.02412409894168377,0.009005934000015259,,,
,9.352948717948719e-05,7047,,,,,,
27,,7307,,,,0.022036446258425713,0.013189195655286312,0.008847251534461975
27,,7307,0.032848671078681946,0.02391558326780796,0.008933104574680328,,,
,9.31948717948718e-05,7308,,,,,,
28,,7568,,,,0.020189516246318817,0.011423514224588871,0.008766003884375095
28,,7568,0.031958743929862976,0.023147670552134514,0.008811078034341335,,,
,9.286025641025642e-05,7569,,,,,,
29,,7829,,,,0.020043520256876945,0.011359073221683502,0.008684443309903145
29,,7829,0.03103715367615223,0.022334767505526543,0.008702397346496582,,,
,9.252564102564103e-05,7830,,,,,,
30,,8090,,,,0.020741308107972145,0.012211421504616737,0.008529887534677982
30,,8090,0.030360527336597443,0.02175545133650303,0.008605076000094414,,,
,9.219102564102564e-05,8091,,,,,,
31,,8351,,,,0.019556446000933647,0.011061526834964752,0.008494915440678596
31,,8351,0.03061593323945999,0.022097956389188766,0.00851796381175518,,,
,9.185641025641026e-05,8352,,,,,,
32,,8612,,,,0.01781621016561985,0.009465908631682396,0.00835030060261488
32,,8612,0.029545927420258522,0.02113630808889866,0.008409610949456692,,,
,9.152179487179487e-05,8613,,,,,,
33,,8873,,,,0.0182290468364954,0.010017110034823418,0.008211934939026833
33,,8873,0.029229650273919106,0.020918266847729683,0.008311372250318527,,,
,9.118717948717948e-05,8874,,,,,,
34,,9134,,,,0.017931340262293816,0.009769521653652191,0.00816181767731905
34,,9134,0.02847837097942829,0.02026829868555069,0.00821007415652275,,,
,9.08525641025641e-05,9135,,,,,,
35,,9395,,,,0.017552336677908897,0.009469572454690933,0.00808276329189539
35,,9395,0.028333239257335663,0.020209867507219315,0.008123357780277729,,,
,9.051794871794873e-05,9396,,,,,,
36,,9656,,,,0.0176320169121027,0.009637407027184963,0.007994607090950012
36,,9656,0.027793752029538155,0.019760895520448685,0.008032847195863724,,,
,9.018333333333335e-05,9657,,,,,,
37,,9917,,,,0.017341509461402893,0.009392193518579006,0.007949314080178738
37,,9917,0.027880944311618805,0.019941678270697594,0.007939271628856659,,,
,8.984871794871796e-05,9918,,,,,,
38,,10178,,,,0.01677080988883972,0.008904282934963703,0.007866526022553444
38,,10178,0.027063144370913506,0.01922925002872944,0.00783388689160347,,,
,8.951410256410257e-05,10179,,,,,,
39,,10439,,,,0.017139341682195663,0.009414557367563248,0.007724784780293703
39,,10439,0.026743479073047638,0.018997497856616974,0.007745996583253145,,,
,8.917948717948719e-05,10440,,,,,,
40,,10700,,,,0.01680251769721508,0.009164243005216122,0.007638272829353809
40,,10700,0.02648760937154293,0.018827980384230614,0.007659639231860638,,,
,8.88448717948718e-05,10701,,,,,,
41,,10961,,,,0.016053693369030952,0.00853586383163929,0.007517832797020674
41,,10961,0.02596994675695896,0.018400100991129875,0.007569856010377407,,,
,8.851025641025641e-05,10962,,,,,,
