epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,1.6731488704681396,1.6731488704681396,0.0
0,,260,5.518336296081543,5.518336296081543,0.0,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.36012277007102966,0.36012277007102966,0.0
1,,521,0.9267756938934326,0.9267756938934326,0.0,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.13107337057590485,0.13107337057590485,0.0
2,,782,0.26662373542785645,0.26662373542785645,0.0,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.08499977737665176,0.08499977737665176,0.0
3,,1043,0.15966427326202393,0.15966427326202393,0.0,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.06521067768335342,0.06521067768335342,0.0
4,,1304,0.1271257996559143,0.1271257996559143,0.0,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.0620788149535656,0.0620788149535656,0.0
5,,1565,0.10975711792707443,0.10975711792707443,0.0,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.0482281893491745,0.0482281893491745,0.0
6,,1826,0.09872514754533768,0.09872514754533768,0.0,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.0412665493786335,0.0412665493786335,0.0
7,,2087,0.08886752277612686,0.08886752277612686,0.0,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.04135219752788544,0.04135219752788544,0.0
8,,2348,0.08119852095842361,0.08119852095842361,0.0,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.03090624138712883,0.03090624138712883,0.0
9,,2609,0.07633162289857864,0.07633162289857864,0.0,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.03149247169494629,0.03149247169494629,0.0
10,,2870,0.07166115939617157,0.07166115939617157,0.0,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.02901456691324711,0.02901456691324711,0.0
11,,3131,0.06860125809907913,0.06860125809907913,0.0,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.02944573387503624,0.02944573387503624,0.0
12,,3392,0.06598150730133057,0.06598150730133057,0.0,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.0326995812356472,0.0326995812356472,0.0
13,,3653,0.06394358724355698,0.06394358724355698,0.0,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.02734442800283432,0.02734442800283432,0.0
14,,3914,0.06214757636189461,0.06214757636189461,0.0,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.02549980767071247,0.02549980767071247,0.0
15,,4175,0.060928065329790115,0.060928065329790115,0.0,,,
,9.721025641025642e-05,4176,,,,,,
16,,4436,,,,0.027875684201717377,0.027875684201717377,0.0
16,,4436,0.0592404305934906,0.0592404305934906,0.0,,,
,9.687564102564103e-05,4437,,,,,,
