lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,z_init.1,z_init.2,sigma.1,sigma.2,z_solution.1.1,z_solution.2.1,z_solution.3.1,z_solution.4.1,z_solution.5.1,z_solution.6.1,z_solution.7.1,z_solution.8.1,z_solution.1.2,z_solution.2.2,z_solution.3.2,z_solution.4.2,z_solution.5.2,z_solution.6.2,z_solution.7.2,z_solution.8.2,z.1.1,z.2.1,z.3.1,z.4.1,z.5.1,z.6.1,z.7.1,z.8.1,z.1.2,z.2.2,z.3.2,z.4.2,z.5.2,z.6.2,z.7.2,z.8.2,y_init_rep.1,y_init_rep.2,y_rep.1.1,y_rep.2.1,y_rep.3.1,y_rep.4.1,y_rep.5.1,y_rep.6.1,y_rep.7.1,y_rep.8.1,y_rep.1.2,y_rep.2.2,y_rep.3.2,y_rep.4.2,y_rep.5.2,y_rep.6.2,y_rep.7.2,y_rep.8.2
# Adaptation terminated
# Step size = 0.357685
# Diagonal elements of inverse mass matrix:
# 0.00439122, 0.0188552, 0.0351749, 0.0280063, 0.0662911, 0.0594765
-0.6494433,0.81370158,0.35768502,3,15,0,4.2850833,1.1993975,0.9801417,0.74729773,0.47804467,0.68474848,0.52520757,1.6613385,1.8138482,0.38434081,0.52729608,1.9627851,0.51225259,0.59316891,2.1274839,0.55064115,2.0871468,1.6670041,0.5829637,0.68661037,2.1136364,0.53650174,1.676351,1.6613385,1.8138482,0.38434081,0.52729608,1.9627851,0.51225259,0.59316891,2.1274839,0.55064115,2.0871468,1.6670041,0.5829637,0.68661037,2.1136364,0.53650174,1.676351,0.48195643,0.63902197,2.702453,1.5648715,0.51876344,0.45415007,1.1700036,1.0529337,0.81553765,2.4195742,0.531087,1.799145,0.9202186,1.3480313,1.0506666,2.4292138,0.57041747,2.377041
-1.4802241,0.84469422,0.35768502,3,7,0,2.5853182,1.1731755,0.9050508,0.74230575,0.48469104,0.59038971,0.56186013,1.6332058,2.198287,0.46233734,0.5158755,1.8805686,0.70819803,0.55178226,2.4441293,0.49748387,1.7763554,1.8110015,0.62614584,0.5659851,2.2904657,0.58880716,1.1764163,1.6332058,2.198287,0.46233734,0.5158755,1.8805686,0.70819803,0.55178226,2.4441293,0.49748387,1.7763554,1.8110015,0.62614584,0.5659851,2.2904657,0.58880716,1.1764163,0.96311708,0.6636916,2.0661713,1.9230775,0.83050975,0.41360107,3.8468653,0.3119159,0.66020056,3.1312466,0.63200046,1.4672713,1.5566044,0.21038775,0.63806294,3.9770584,0.46223506,1.4436244
4.1996959,0.96239059,0.35768502,4,15,0,1.8829778,1.0923092,1.1956368,1.0815815,0.32500733,0.39848464,0.41479309,2.0729423,0.63931878,0.22215138,0.503553,1.9494961,0.30684841,0.40889572,2.1026287,0.8873672,2.5989343,1.0352335,0.35837033,0.6753581,1.9468637,0.40979609,1.0518064,2.0729423,0.63931878,0.22215138,0.503553,1.9494961,0.30684841,0.40889572,2.1026287,0.8873672,2.5989343,1.0352335,0.35837033,0.6753581,1.9468637,0.40979609,1.0518064,1.1839715,0.24489108,1.2291233,0.54621547,0.15515608,0.52965278,3.7999843,0.34565791,0.56389279,3.766033,1.3160755,3.0173124,1.2145744,0.30792651,0.84548458,2.7720348,0.30442609,0.99261016
4.9604949,0.96657274,0.35768502,4,15,0,-3.6456155,1.0822679,0.9933652,1.040192,0.38578067,0.41341606,0.34554131,2.0350488,1.2344998,0.34924298,0.58645149,1.9895728,0.5234429,0.53474733,2.2307194,0.67648275,2.2929978,1.2718848,0.46456682,0.64136603,1.9855224,0.49728039,1.060894,2.0350488,1.2344998,0.34924298,0.58645149,1.9895728,0.5234429,0.53474733,2.2307194,0.67648275,2.2929978,1.2718848,0.46456682,0.64136603,1.9855224,0.49728039,1.060894,1.6448891,0.48699832,6.2163177,2.2561747,0.49705702,0.83274323,1.6830079,0.27024816,1.0353078,4.2676287,0.85739348,4.4260935,2.1307745,0.37178841,0.49025538,2.1729706,0.32516683,0.98352599
4.8781618,0.95100568,0.35768502,3,7,0,-4.4826667,1.0897494,0.98448237,1.1391753,0.35782529,0.45943205,0.37532281,2.2415756,1.0547192,0.31313124,0.59862167,2.1573434,0.45422484,0.52632598,2.3745162,0.73742746,2.4686712,1.1791129,0.41927955,0.65820306,1.9733924,0.457994,1.0938846,2.2415756,1.0547192,0.31313124,0.59862167,2.1573434,0.45422484,0.52632598,2.3745162,0.73742746,2.4686712,1.1791129,0.41927955,0.65820306,1.9733924,0.457994,1.0938846,1.2637086,0.58427257,0.77396134,1.1379586,0.35831686,1.4067749,1.508366,0.29993733,0.59240591,2.5751245,0.8141394,4.0124971,1.1375519,0.65186967,0.95571209,1.4770668,0.60727709,0.95855748
3.9084353,0.94433083,0.35768502,3,7,0,-3.1546951,1.0959551,1.1625022,0.88383455,0.3525417,0.44107911,0.2820912,1.8245524,1.0399378,0.26467366,0.46770465,1.7478069,0.41798456,0.41460356,2.014836,0.64382727,2.4651891,1.2780751,0.43817355,0.58492906,2.1021532,0.48053433,0.9623547,1.8245524,1.0399378,0.26467366,0.46770465,1.7478069,0.41798456,0.41460356,2.014836,0.64382727,2.4651891,1.2780751,0.43817355,0.58492906,2.1021532,0.48053433,0.9623547,0.93467618,0.31402049,0.93787717,1.0021967,0.64549915,0.86052117,1.8851871,0.46675863,0.33801497,0.8584115,0.35740551,2.4937166,1.3266472,0.28397598,0.68646035,1.6387201,0.60844866,0.90972815
1.3333491,0.72356163,0.35768502,3,7,0,0.66483273,1.1677907,1.1622104,0.85786286,0.28841873,0.52677922,0.29963118,2.0685623,0.92765682,0.18592042,0.39657063,1.9304124,0.30447921,0.33785536,2.3397584,0.58264362,3.0333321,1.2853768,0.38243391,0.50342231,2.3409983,0.43155039,0.90529646,2.0685623,0.92765682,0.18592042,0.39657063,1.9304124,0.30447921,0.33785536,2.3397584,0.58264362,3.0333321,1.2853768,0.38243391,0.50342231,2.3409983,0.43155039,0.90529646,0.43717796,0.32110122,1.405671,0.78855297,0.24434726,0.1731346,4.2947726,0.43655767,0.32381565,1.1596522,0.50189548,3.9584524,0.99854783,0.2492291,0.37551787,1.8672471,0.30640996,1.203595
1.7158061,0.99897719,0.35768502,4,15,0,1.5700831,1.013623,0.94244084,1.3627461,0.40349248,0.30133493,0.45507568,2.212792,0.97614911,0.39695657,0.72580442,2.1143149,0.55802369,0.60729787,2.2252314,0.89770844,2.1119543,1.0391732,0.42396554,0.71660779,1.7647493,0.47712399,0.96786417,2.212792,0.97614911,0.39695657,0.72580442,2.1143149,0.55802369,0.60729787,2.2252314,0.89770844,2.1119543,1.0391732,0.42396554,0.71660779,1.7647493,0.47712399,0.96786417,1.5210908,0.29546757,1.7480317,0.78611888,0.54240356,1.1973659,0.7800794,0.83755856,0.46868876,3.297388,1.2543937,1.5108152,0.25261846,0.35573561,1.2287786,1.9200749,0.47045636,1.0065339
2.2806428,0.85442493,0.35768502,3,7,0,2.886255,0.98337748,0.86130542,1.4592628,0.41081444,0.41074701,0.50614534,2.3157279,1.155019,0.4683627,0.78324978,2.1703199,0.70913725,0.64696474,2.2982156,0.85039741,1.9911231,1.0595157,0.44135931,0.65688038,1.7735443,0.51028998,0.80986401,2.3157279,1.155019,0.4683627,0.78324978,2.1703199,0.70913725,0.64696474,2.2982156,0.85039741,1.9911231,1.0595157,0.44135931,0.65688038,1.7735443,0.51028998,0.80986401,1.0313675,0.35539166,2.1239174,2.4176037,0.80232486,1.1707117,3.4922344,0.63486511,0.46446713,1.5322996,2.0969264,1.4254714,0.34244826,0.66659656,0.52872039,3.0300876,0.46640756,0.5605453
0.90707323,0.82262951,0.35768502,3,15,0,1.3659926,0.96411424,1.2212908,1.2084162,0.41031495,0.41157107,0.52526601,1.7083747,0.62300482,0.30780845,0.5936977,1.6475547,0.43338272,0.45341177,1.6873473,1.0704367,1.9803986,0.90122563,0.38237334,0.70274718,1.7042896,0.45788273,0.78620583,1.7083747,0.62300482,0.30780845,0.5936977,1.6475547,0.43338272,0.45341177,1.6873473,1.0704367,1.9803986,0.90122563,0.38237334,0.70274718,1.7042896,0.45788273,0.78620583,0.86100171,0.28840492,0.64155394,0.38601483,0.34074013,0.56935228,1.3726845,0.38649056,0.66509159,1.4892529,1.5843856,3.8253786,0.52568963,0.22667085,0.85873556,1.76401,0.38681819,0.85923669
-0.88528215,0.99481996,0.35768502,4,15,0,4.2430836,0.95924289,0.72279599,1.7134092,0.40896822,0.72465042,0.54107345,2.6894891,1.4518099,0.58289903,0.91340677,2.4629404,0.95165961,0.74380989,2.5913938,0.8107,1.9115683,1.0742488,0.45012258,0.60378868,1.7850067,0.53751465,0.69048604,2.6894891,1.4518099,0.58289903,0.91340677,2.4629404,0.95165961,0.74380989,2.5913938,0.8107,1.9115683,1.0742488,0.45012258,0.60378868,1.7850067,0.53751465,0.69048604,0.96868716,0.94550215,1.5917498,2.8750831,0.50514489,0.39132404,1.3583394,0.64477704,0.72703486,1.0895233,0.96747039,1.5484097,0.87958783,1.0814863,0.43336921,2.1264814,1.1187669,0.30629385
1.1183805,0.98226997,0.35768502,3,7,0,2.791357,0.93481884,0.97085403,1.5602789,0.35261515,0.47964235,0.51116435,2.2924565,0.76879962,0.34545955,0.66055677,2.030245,0.61310797,0.45779533,1.9537153,1.0135516,2.0659729,0.89463288,0.34431845,0.5165531,1.9245567,0.47470289,0.47599626,2.2924565,0.76879962,0.34545955,0.66055677,2.030245,0.61310797,0.45779533,1.9537153,1.0135516,2.0659729,0.89463288,0.34431845,0.5165531,1.9245567,0.47470289,0.47599626,1.5232689,0.2031638,0.77857969,0.39301306,0.66231393,1.4222613,2.1086815,0.32212435,0.53383935,2.1788792,0.65164011,3.2880683,0.90066991,0.42013613,0.53086636,1.3529464,0.55331666,1.0359701
-0.48189794,0.93802616,0.35768502,4,15,0,2.9284116,0.99986358,0.77644401,1.517955,0.44797195,0.87183253,0.4388241,2.4170086,1.3957454,0.56902668,0.89307712,2.3262086,0.8124889,0.78463579,2.4637083,0.821995,1.9075939,1.1181003,0.48773193,0.71557396,1.7101038,0.53503983,0.95884473,2.4170086,1.3957454,0.56902668,0.89307712,2.3262086,0.8124889,0.78463579,2.4637083,0.821995,1.9075939,1.1181003,0.48773193,0.71557396,1.7101038,0.53503983,0.95884473,5.068859,0.28862026,0.49318115,1.5870035,1.946385,1.9879428,4.9144894,0.91650159,2.3239519,0.60076521,0.8160189,1.8242694,0.84442131,0.47003795,0.81783337,2.171056,0.31033597,1.7276815
-0.056327766,0.98480362,0.35768502,3,7,0,2.4929417,1.0325694,0.81988636,1.4011424,0.42651935,0.65695496,0.67428754,2.3851082,1.3329565,0.49257102,0.81326539,2.3145669,0.69553439,0.72654279,2.4633162,0.79599275,2.0572492,1.1519784,0.47441339,0.71954872,1.7798032,0.51250709,1.0555535,2.3851082,1.3329565,0.49257102,0.81326539,2.3145669,0.69553439,0.72654279,2.4633162,0.79599275,2.0572492,1.1519784,0.47441339,0.71954872,1.7798032,0.51250709,1.0555535,1.2387937,0.20329686,1.0352688,2.0590041,0.94853253,0.46264137,0.9866684,0.5953355,0.27725971,1.1599219,0.65698571,2.2653926,0.4123285,0.28331145,1.0417918,1.8018435,0.25809438,0.53006328
1.2590731,0.99969782,0.35768502,3,7,0,0.50461642,1.0043163,0.84423394,1.3764908,0.43761207,0.53645386,0.63010958,2.2430032,1.3097179,0.51160689,0.80124813,2.1492635,0.74610078,0.7027196,2.2971935,0.7990777,1.939575,1.1368029,0.4846367,0.69415714,1.7485803,0.5339773,0.93548856,2.2430032,1.3097179,0.51160689,0.80124813,2.1492635,0.74610078,0.7027196,2.2971935,0.7990777,1.939575,1.1368029,0.4846367,0.69415714,1.7485803,0.5339773,0.93548856,0.97727977,0.12435284,1.523529,1.0787787,0.52043187,1.0396608,3.2444077,0.54038885,1.1107367,4.5030315,0.39355567,0.28191378,1.216095,0.43855507,0.57607866,0.55415444,0.57236467,1.5675425
3.2723612,0.96336767,0.35768502,3,7,0,0.99864638,1.0190992,0.86505722,1.366936,0.36978663,0.41357261,0.4204984,2.428455,1.2230969,0.40914945,0.70249523,2.2335784,0.66095775,0.58103896,2.4405512,0.75897346,2.200696,1.1346163,0.42809635,0.59381607,1.9463784,0.49849291,0.77572807,2.428455,1.2230969,0.40914945,0.70249523,2.2335784,0.66095775,0.58103896,2.4405512,0.75897346,2.200696,1.1346163,0.42809635,0.59381607,1.9463784,0.49849291,0.77572807,1.8195759,0.5899814,2.1365369,2.3561184,0.19181444,0.42461745,2.5797214,0.51035799,0.33532812,3.3366592,1.1096501,1.4459755,1.4698148,0.38532154,0.69479633,1.1387486,0.68867703,0.8151981
3.8941405,0.9043283,0.35768502,3,7,0,-0.21932995,1.0692279,1.216336,1.0171505,0.36574236,0.41706124,0.42187117,1.8550785,0.73558459,0.25985732,0.52390526,1.780514,0.35708702,0.44754428,1.8901135,0.85333486,2.3921573,1.0783137,0.40121042,0.71724419,1.8619221,0.44335238,1.1241052,1.8550785,0.73558459,0.25985732,0.52390526,1.780514,0.35708702,0.44754428,1.8901135,0.85333486,2.3921573,1.0783137,0.40121042,0.71724419,1.8619221,0.44335238,1.1241052,0.97676306,0.3889579,1.7686269,0.35638402,0.43407317,0.3493911,2.6523911,0.50039985,0.33756168,2.1208737,0.38690119,1.509787,1.906199,0.53411523,0.71698054,2.2631031,0.48998453,1.1201996
0.38744086,0.35839827,0.35768502,3,15,0,6.9567013,1.0471222,0.97828268,1.4744908,0.43668668,0.4696326,0.57476828,2.1819952,0.72954501,0.37292708,0.80832024,2.1896048,0.42686266,0.69996949,2.0382615,1.1544115,2.1125024,0.92062646,0.40286317,0.99805565,1.5451959,0.42777939,1.5036289,2.1819952,0.72954501,0.37292708,0.80832024,2.1896048,0.42686266,0.69996949,2.0382615,1.1544115,2.1125024,0.92062646,0.40286317,0.99805565,1.5451959,0.42777939,1.5036289,1.0483245,0.29932951,2.8857562,1.4262552,0.66077756,1.9703987,2.2184071,0.15937936,0.41090194,1.4643595,1.849796,2.8424865,2.1494595,0.1340759,1.0931447,0.90322628,0.4271728,1.362536
1.7559189,0.97666446,0.35768502,2,3,0,0.67641465,1.0099241,0.90497829,1.5212952,0.43201921,0.46463492,0.53167505,2.2746825,0.90408124,0.42813387,0.82647017,2.2348005,0.54667718,0.69374105,2.2612652,1.0280315,2.0356858,0.96376416,0.41845866,0.82846182,1.6342234,0.46075511,1.1278097,2.2746825,0.90408124,0.42813387,0.82647017,2.2348005,0.54667718,0.69374105,2.2612652,1.0280315,2.0356858,0.96376416,0.41845866,0.82846182,1.6342234,0.46075511,1.1278097,1.2314336,0.50140029,2.066401,0.5092259,0.15673727,0.70394093,2.5695687,0.9732248,0.46417063,1.2696245,8.1368401,2.2024408,1.0130129,0.18995037,0.33967935,2.5041233,1.0436345,1.1756933
-1.9762301,0.70561156,0.35768502,3,7,0,5.5414925,1.1440449,0.89583076,0.96401215,0.33551204,0.95971091,0.32187207,2.2473431,1.7002645,0.30725098,0.50773977,2.1877086,0.54456382,0.46187782,2.751148,0.50892554,2.5748041,1.4726625,0.45722292,0.48842691,2.3830092,0.49540877,0.8597501,2.2473431,1.7002645,0.30725098,0.50773977,2.1877086,0.54456382,0.46187782,2.751148,0.50892554,2.5748041,1.4726625,0.45722292,0.48842691,2.3830092,0.49540877,0.8597501,2.5471812,0.26687986,1.9161031,5.4692678,0.13047746,0.86895033,0.93455998,0.73125688,0.33257659,44.529198,0.20376977,1.8875245,0.94488697,0.93562785,0.41935955,2.4967093,0.22816267,1.3358948
0.54133411,0.87873206,0.35768502,3,7,0,8.0641935,1.1605859,0.97708476,1.0460986,0.27103006,0.66314069,0.47864578,2.5390484,1.0520083,0.20859345,0.45306067,2.2663592,0.36656523,0.36735681,2.7399523,0.57802129,3.098642,1.2638939,0.36769676,0.45622156,2.4338343,0.43390399,0.73203182,2.5390484,1.0520083,0.20859345,0.45306067,2.2663592,0.36656523,0.36735681,2.7399523,0.57802129,3.098642,1.2638939,0.36769676,0.45622156,2.4338343,0.43390399,0.73203182,1.0278146,0.22168217,6.0419474,2.1581499,0.22880563,0.49843793,3.3957985,0.22499216,3.5628654,2.3528853,1.1397855,5.2990314,1.4443153,0.43865591,0.68028965,3.0776241,0.54151237,0.3856358
0.84766319,0.98249328,0.35768502,3,15,0,3.4667338,1.221502,1.4994621,0.81245979,0.26401048,0.5731316,0.47799639,1.9554305,0.39040578,0.11604112,0.34097556,1.8516462,0.14686815,0.28144456,2.0169499,0.83509065,3.218611,1.0595098,0.31381339,0.6735091,2.0625917,0.35221331,1.4358344,1.9554305,0.39040578,0.11604112,0.34097556,1.8516462,0.14686815,0.28144456,2.0169499,0.83509065,3.218611,1.0595098,0.31381339,0.6735091,2.0625917,0.35221331,1.4358344,0.50413339,0.18413154,4.1651084,0.90338766,0.064390542,0.42026539,1.407284,0.054202129,0.54496582,1.0037426,0.79093678,2.3752302,1.2985714,0.45026008,0.40899111,3.9935688,0.25090266,3.5442943
0.6281423,0.99715101,0.35768502,3,7,0,0.21120997,1.1815505,1.6083066,0.89505575,0.24688564,0.55487753,0.52023463,1.9416508,0.2728738,0.10345074,0.32063484,1.7377778,0.13503316,0.22779299,1.9091346,1.0628436,3.0173253,0.93266835,0.27604288,0.59566105,2.1166089,0.34418805,0.89443713,1.9416508,0.2728738,0.10345074,0.32063484,1.7377778,0.13503316,0.22779299,1.9091346,1.0628436,3.0173253,0.93266835,0.27604288,0.59566105,2.1166089,0.34418805,0.89443713,0.7666647,0.20947845,1.6930619,0.37529633,0.034764893,0.2853882,1.9903333,0.09567473,0.46217713,2.778238,0.51123192,5.9677124,1.4784811,0.46264154,2.694412,1.8167833,0.32689037,0.54119353
1.8416894,0.98089428,0.35768502,3,15,0,0.98014268,1.1817858,1.2215732,0.99148204,0.25629581,0.55817983,0.45185394,2.3386195,0.53576924,0.14716116,0.39606332,2.0956338,0.21418656,0.30679652,2.4108638,0.77221595,3.169765,1.0811725,0.3169162,0.54285482,2.2303836,0.37758684,0.91533432,2.3386195,0.53576924,0.14716116,0.39606332,2.0956338,0.21418656,0.30679652,2.4108638,0.77221595,3.169765,1.0811725,0.3169162,0.54285482,2.2303836,0.37758684,0.91533432,0.96584467,0.12381403,4.2253596,0.36776012,0.078974872,0.25958477,1.7726807,0.14110267,0.88176542,7.9240983,0.74270553,3.0953992,0.71000357,0.57674179,0.94042357,0.99219249,0.39165024,1.1011432
4.2267584,0.98280207,0.35768502,3,15,0,1.2070997,1.0280907,0.99557395,1.2358169,0.37330222,0.35244485,0.35513142,2.160618,0.97463574,0.34716463,0.63426289,2.0211906,0.52277226,0.52586662,2.1834937,0.81890246,2.2364446,1.0896064,0.41565435,0.64401628,1.8907771,0.47640632,0.87626353,2.160618,0.97463574,0.34716463,0.63426289,2.0211906,0.52277226,0.52586662,2.1834937,0.81890246,2.2364446,1.0896064,0.41565435,0.64401628,1.8907771,0.47640632,0.87626353,2.1400206,0.68637507,1.6760302,0.90972302,0.36268957,0.57003697,2.7825705,0.64033297,0.68845695,2.7573543,1.1842036,2.1477756,0.71063292,0.27650277,0.62966281,1.8080695,1.6097883,0.73967487
4.3168057,0.99329108,0.35768502,3,7,0,-3.1747893,1.0342883,1.0164992,1.2163262,0.37126981,0.38337199,0.32367197,2.1381009,0.936267,0.33403684,0.62245496,2.0076149,0.49525514,0.51710645,2.165912,0.82817223,2.2643838,1.0840106,0.41154739,0.65463332,1.8876245,0.4695202,0.90795868,2.1381009,0.936267,0.33403684,0.62245496,2.0076149,0.49525514,0.51710645,2.165912,0.82817223,2.2643838,1.0840106,0.41154739,0.65463332,1.8876245,0.4695202,0.90795868,1.82505,0.4339498,4.7258358,1.0969686,0.53153331,0.51270509,2.1311798,0.52067292,0.80257159,1.4004635,0.5609497,2.1643628,1.4975288,0.24309294,0.78709625,2.7358263,0.74012081,0.96910756
3.7366713,0.84570103,0.35768502,3,7,0,-0.98847266,1.0928936,0.94679946,0.96836183,0.39810826,0.45853692,0.34399206,1.9705314,1.5541108,0.38563588,0.56910882,1.9584913,0.61848841,0.53364457,2.3122372,0.59040969,2.1697128,1.4153799,0.50541615,0.58428491,2.0968445,0.53325807,0.97487628,1.9705314,1.5541108,0.38563588,0.56910882,1.9584913,0.61848841,0.53364457,2.3122372,0.59040969,2.1697128,1.4153799,0.50541615,0.58428491,2.0968445,0.53325807,0.97487628,1.0785754,0.36415939,1.6198326,1.7053488,0.25271386,0.61070331,2.9776474,0.39789219,0.43869579,3.088793,0.64333178,2.1745287,1.1484674,0.61940747,0.51717098,2.9252447,0.43929505,0.96060129
1.7538896,0.25539768,0.35768502,4,15,0,4.6175529,1.0434314,1.3337152,0.86669112,0.35138439,0.64477256,0.48370127,1.6269036,0.79512575,0.24378688,0.43534292,1.4942228,0.39651695,0.36086461,1.6590591,0.72965425,2.3382298,1.1593861,0.41715061,0.57746874,2.0229608,0.48404456,0.79232891,1.6269036,0.79512575,0.24378688,0.43534292,1.4942228,0.39651695,0.36086461,1.6590591,0.72965425,2.3382298,1.1593861,0.41715061,0.57746874,2.0229608,0.48404456,0.79232891,1.1722344,0.33642808,4.2430431,0.82571827,0.14426013,0.34680344,1.0376462,0.33364122,0.38994147,1.0477468,0.9714916,1.9252809,0.77399289,0.63701268,1.4884163,2.5946768,0.29025097,0.68094609
1.8638963,0.95526288,0.35768502,3,15,0,2.1345207,1.2213265,1.1462332,0.65262892,0.33898626,0.4913688,0.42931974,1.6963257,1.4935623,0.20835835,0.35824401,1.797562,0.34534847,0.35217472,2.3708606,0.45360033,2.7674257,1.6072888,0.46643746,0.49012764,2.4903568,0.47276072,1.1299544,1.6963257,1.4935623,0.20835835,0.35824401,1.797562,0.34534847,0.35217472,2.3708606,0.45360033,2.7674257,1.6072888,0.46643746,0.49012764,2.4903568,0.47276072,1.1299544,0.86837113,0.47423342,2.3126632,0.6553954,0.30989981,0.31733554,1.1225745,0.25049913,0.40371221,1.0955994,0.47066963,1.9924959,1.7367282,0.25492427,0.34566002,2.961679,0.37602729,1.3469778
4.3007725,0.991342,0.35768502,4,15,0,-0.77800274,1.0791058,1.0920162,1.1344491,0.31269385,0.46725042,0.41410864,2.2365844,0.77959774,0.24205476,0.51492976,2.0318622,0.37454488,0.40841759,2.2498679,0.79535143,2.6181788,1.0836534,0.3643584,0.5774675,2.0781964,0.4315372,0.82090276,2.2365844,0.77959774,0.24205476,0.51492976,2.0318622,0.37454488,0.40841759,2.2498679,0.79535143,2.6181788,1.0836534,0.3643584,0.5774675,2.0781964,0.4315372,0.82090276,1.1739736,0.31637059,1.3334029,1.7373081,0.28162521,0.46155629,1.1933367,0.6977788,0.26634337,3.5439345,0.27858932,1.1946325,1.4307986,0.60264065,0.4555469,3.5999193,0.40385399,1.557087
3.8684946,0.9485346,0.35768502,3,15,0,0.39147999,1.0892866,1.1872767,1.0221504,0.29567854,0.40071859,0.43351528,2.1015097,0.72391774,0.20766531,0.4468452,1.8675187,0.33852726,0.34826132,2.0907005,0.75259816,2.7233731,1.1050714,0.35721212,0.52961039,2.1769201,0.43195202,0.73600724,2.1015097,0.72391774,0.20766531,0.4468452,1.8675187,0.33852726,0.34826132,2.0907005,0.75259816,2.7233731,1.1050714,0.35721212,0.52961039,2.1769201,0.43195202,0.73600724,0.73636157,0.3882728,1.8778684,0.74385535,0.095298245,0.48642776,0.80896396,0.28598806,0.1614037,2.0192125,1.4458496,4.6246871,1.894137,0.60696124,0.7572433,3.824458,0.24510273,0.48126221
1.752923,0.91759651,0.35768502,3,7,0,2.9291891,1.1001487,1.0064,0.94953126,0.34621699,0.33700326,0.68706751,2.03353,1.3599271,0.30355782,0.50041204,1.9301411,0.52412647,0.44320459,2.3088964,0.57505247,2.4411951,1.3658347,0.45270263,0.52341372,2.2287107,0.50149948,0.83421864,2.03353,1.3599271,0.30355782,0.50041204,1.9301411,0.52412647,0.44320459,2.3088964,0.57505247,2.4411951,1.3658347,0.45270263,0.52341372,2.2287107,0.50149948,0.83421864,0.77241509,0.20317648,3.6178409,1.2533178,0.20618695,0.2889003,3.7263128,0.69121013,0.55430859,1.4509525,0.60490314,2.2044605,0.96804721,0.091712075,1.042912,7.649588,0.26795622,0.8622973
3.4912802,0.9339137,0.35768502,3,7,0,-0.072182789,1.0227363,1.0370089,1.1129152,0.33270895,0.41408785,0.3298772,2.1003405,1.0594879,0.3085664,0.53049545,1.8414131,0.56935266,0.421981,2.020195,0.69027965,2.3291486,1.1708576,0.41040355,0.50249266,2.1203101,0.50381469,0.61291147,2.1003405,1.0594879,0.3085664,0.53049545,1.8414131,0.56935266,0.421981,2.020195,0.69027965,2.3291486,1.1708576,0.41040355,0.50249266,2.1203101,0.50381469,0.61291147,0.71263007,0.30575131,2.0213454,1.6926448,0.21814102,0.36847721,2.4991582,0.82018811,0.46823037,1.6819678,0.4689818,1.9370302,1.7730802,0.53094236,0.6461132,1.4988815,0.31023164,0.39227157
2.7061263,0.88684304,0.35768502,4,15,0,-0.60750432,1.121193,1.0434439,1.0813919,0.35014704,0.65789144,0.45814911,2.2034168,0.92386331,0.2729947,0.56747705,2.1609316,0.37061736,0.51051244,2.3005218,0.75995647,2.6087307,1.1630309,0.40513596,0.71245314,1.9413212,0.43276631,1.3253221,2.2034168,0.92386331,0.2729947,0.56747705,2.1609316,0.37061736,0.51051244,2.3005218,0.75995647,2.6087307,1.1630309,0.40513596,0.71245314,1.9413212,0.43276631,1.3253221,0.50372338,0.32700532,3.8860474,0.6448203,0.10742815,1.2077135,0.79246157,0.99991082,0.21765068,2.0465063,0.6854741,4.6600971,1.2379961,0.6151342,0.7601254,2.33293,0.60660215,0.84788932
2.3106567,0.92984541,0.35768502,3,7,0,1.0552832,1.11004,1.1156926,1.1975949,0.32719865,0.6501959,0.41090255,2.2779308,0.61795891,0.23097973,0.55958545,2.185005,0.29558784,0.46067878,2.2794222,0.96236473,2.622647,0.99972672,0.34865652,0.75494931,1.8685348,0.3905918,1.2640889,2.2779308,0.61795891,0.23097973,0.55958545,2.185005,0.29558784,0.46067878,2.2794222,0.96236473,2.622647,0.99972672,0.34865652,0.75494931,1.8685348,0.3905918,1.2640889,0.57723492,0.38929345,4.1445976,0.90333773,0.10592746,0.35346357,4.6470439,0.23661933,0.5219829,2.3705488,1.0272834,2.2549561,0.76400762,0.22724516,0.77184535,1.2794256,0.40826694,1.8258166
0.72113014,0.88147827,0.35768502,3,7,0,0.29238477,0.9833216,0.96256542,1.1067758,0.35089816,0.34552369,0.54751726,2.0328772,1.3878697,0.39437655,0.5554479,1.7310219,0.83973164,0.45044255,1.8659211,0.60803567,2.0351606,1.2680143,0.46143492,0.45694384,2.0833522,0.58312694,0.50983104,2.0328772,1.3878697,0.39437655,0.5554479,1.7310219,0.83973164,0.45044255,1.8659211,0.60803567,2.0351606,1.2680143,0.46143492,0.45694384,2.0833522,0.58312694,0.50983104,2.9916681,0.28374419,2.5589127,1.236089,0.31196782,1.3572992,1.2645364,1.5979541,0.57293649,2.8069964,1.127914,6.7939451,1.2424958,0.26394277,0.69345276,1.1744252,0.46765332,0.39563747
