epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,0.32006943225860596,0.32006943225860596,0.0
0,,260,1.8517154455184937,1.8517154455184937,0.0,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.08482460677623749,0.08482460677623749,0.0
1,,521,0.17097891867160797,0.17097891867160797,0.0,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.040250737220048904,0.040250737220048904,0.0
2,,782,0.05770641565322876,0.05770641565322876,0.0,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.023415056988596916,0.023415056988596916,0.0
3,,1043,0.031198997050523758,0.031198997050523758,0.0,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.014043023809790611,0.014043023809790611,0.0
4,,1304,0.018396753817796707,0.018396753817796707,0.0,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.009476743638515472,0.009476743638515472,0.0
5,,1565,0.011456104926764965,0.011456104926764965,0.0,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.007201615255326033,0.007201615255326033,0.0
6,,1826,0.008220722898840904,0.008220722898840904,0.0,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.005809619557112455,0.005809619557112455,0.0
7,,2087,0.006444701459258795,0.006444701459258795,0.0,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.004924305249005556,0.004924305249005556,0.0
8,,2348,0.005348260514438152,0.005348260514438152,0.0,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.00434107193723321,0.00434107193723321,0.0
9,,2609,0.004587389063090086,0.004587389063090086,0.0,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.003998154308646917,0.003998154308646917,0.0
10,,2870,0.00407481798902154,0.00407481798902154,0.0,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.0035149974282830954,0.0035149974282830954,0.0
11,,3131,0.003675744403153658,0.003675744403153658,0.0,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.0032014113385230303,0.0032014113385230303,0.0
12,,3392,0.003339586779475212,0.003339586779475212,0.0,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.002965283812955022,0.002965283812955022,0.0
13,,3653,0.0030846530571579933,0.0030846530571579933,0.0,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.002690168097615242,0.002690168097615242,0.0
14,,3914,0.0028448104858398438,0.0028448104858398438,0.0,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.002644109074026346,0.002644109074026346,0.0
15,,4175,0.0026336985174566507,0.0026336985174566507,0.0,,,
,9.721025641025642e-05,4176,,,,,,
16,,4436,,,,0.0023532267659902573,0.0023532267659902573,0.0
16,,4436,0.0024389128666371107,0.0024389128666371107,0.0,,,
,9.687564102564103e-05,4437,,,,,,
17,,4697,,,,0.002254747785627842,0.002254747785627842,0.0
17,,4697,0.0022580157965421677,0.0022580157965421677,0.0,,,
,9.654102564102565e-05,4698,,,,,,
18,,4958,,,,0.002124825958162546,0.002124825958162546,0.0
18,,4958,0.00208507152274251,0.00208507152274251,0.0,,,
,9.620641025641026e-05,4959,,,,,,
19,,5219,,,,0.0020770695991814137,0.0020770695991814137,0.0
19,,5219,0.0019453233107924461,0.0019453233107924461,0.0,,,
,9.587179487179487e-05,5220,,,,,,
20,,5480,,,,0.0016378221334889531,0.0016378221334889531,0.0
20,,5480,0.0017242950852960348,0.0017242950852960348,0.0,,,
,9.553717948717949e-05,5481,,,,,,
21,,5741,,,,0.0014473467599600554,0.0014473467599600554,0.0
21,,5741,0.0016174532938748598,0.0016174532938748598,0.0,,,
,9.520256410256411e-05,5742,,,,,,
22,,6002,,,,0.0015584119828417897,0.0015584119828417897,0.0
22,,6002,0.0014878413639962673,0.0014878413639962673,0.0,,,
,9.486794871794872e-05,6003,,,,,,
23,,6263,,,,0.0015278711216524243,0.0015278711216524243,0.0
23,,6263,0.0013429158134385943,0.0013429158134385943,0.0,,,
,9.453333333333335e-05,6264,,,,,,
24,,6524,,,,0.0012802419951185584,0.0012802419951185584,0.0
24,,6524,0.0012887705815955997,0.0012887705815955997,0.0,,,
,9.419871794871795e-05,6525,,,,,,
25,,6785,,,,0.0010683679720386863,0.0010683679720386863,0.0
25,,6785,0.0012194194132462144,0.0012194194132462144,0.0,,,
,9.386410256410258e-05,6786,,,,,,
26,,7046,,,,0.0010243345750495791,0.0010243345750495791,0.0
26,,7046,0.0011538367252796888,0.0011538367252796888,0.0,,,
,9.352948717948719e-05,7047,,,,,,
27,,7307,,,,0.0009864522144198418,0.0009864522144198418,0.0
27,,7307,0.0010788276558741927,0.0010788276558741927,0.0,,,
,9.31948717948718e-05,7308,,,,,,
28,,7568,,,,0.0013775004772469401,0.0013775004772469401,0.0
28,,7568,0.0010672839125618339,0.0010672839125618339,0.0,,,
,9.286025641025642e-05,7569,,,,,,
29,,7829,,,,0.0008757086470723152,0.0008757086470723152,0.0
29,,7829,0.0009820631239563227,0.0009820631239563227,0.0,,,
,9.252564102564103e-05,7830,,,,,,
30,,8090,,,,0.0009077104623429477,0.0009077104623429477,0.0
30,,8090,0.0009805855806916952,0.0009805855806916952,0.0,,,
,9.219102564102564e-05,8091,,,,,,
31,,8351,,,,0.0008012980688363314,0.0008012980688363314,0.0
31,,8351,0.000939865771215409,0.000939865771215409,0.0,,,
,9.185641025641026e-05,8352,,,,,,
32,,8612,,,,0.0008832389139570296,0.0008832389139570296,0.0
32,,8612,0.0008768513216637075,0.0008768513216637075,0.0,,,
,9.152179487179487e-05,8613,,,,,,
33,,8873,,,,0.0008086176821961999,0.0008086176821961999,0.0
33,,8873,0.0008632594835944474,0.0008632594835944474,0.0,,,
,9.118717948717948e-05,8874,,,,,,
34,,9134,,,,0.0009585236548446119,0.0009585236548446119,0.0
34,,9134,0.0008328577969223261,0.0008328577969223261,0.0,,,
,9.08525641025641e-05,9135,,,,,,
35,,9395,,,,0.0009153850842267275,0.0009153850842267275,0.0
35,,9395,0.0008176892879419029,0.0008176892879419029,0.0,,,
,9.051794871794873e-05,9396,,,,,,
36,,9656,,,,0.0010532179148867726,0.0010532179148867726,0.0
36,,9656,0.0007773949182592332,0.0007773949182592332,0.0,,,
,9.018333333333335e-05,9657,,,,,,
37,,9917,,,,0.0006847271579317749,0.0006847271579317749,0.0
37,,9917,0.0007633541245013475,0.0007633541245013475,0.0,,,
,8.984871794871796e-05,9918,,,,,,
38,,10178,,,,0.0006674599717371166,0.0006674599717371166,0.0
38,,10178,0.0007376932771876454,0.0007376932771876454,0.0,,,
,8.951410256410257e-05,10179,,,,,,
39,,10439,,,,0.0006773584755137563,0.0006773584755137563,0.0
39,,10439,0.000699894386343658,0.000699894386343658,0.0,,,
,8.917948717948719e-05,10440,,,,,,
40,,10700,,,,0.0006340398686006665,0.0006340398686006665,0.0
40,,10700,0.0006869318312965333,0.0006869318312965333,0.0,,,
,8.88448717948718e-05,10701,,,,,,
41,,10961,,,,0.0007221089326776564,0.0007221089326776564,0.0
